Suburb,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Price
Brunswick,2,h,S,Chambers,2016-04-23 00:00:00.000,5.2,3056,2,1,1,161,68,1910,Moreland,705000
Brunswick,3,h,S,Nelson,2016-09-24 00:00:00.000,5.2,3056,3,1,1,264,117,1915,Moreland,880000
Brunswick,2,t,S,Nelson,2016-09-24 00:00:00.000,5.2,3056,2,2,1,177,105,2000,Moreland,754000
Brunswick,2,u,S,Woodards,2016-09-24 00:00:00.000,5.2,3056,2,1,1,0,74,2004,Moreland,590000
Brunswick,2,u,S,Nelson,2016-09-24 00:00:00.000,5.2,3056,2,1,1,0,66,1950,Moreland,575000
Brunswick,3,h,S,Nelson,2017-02-25 00:00:00.000,5.2,3056,3,1,0,325,150,1920,Moreland,1510000
Brunswick,2,t,S,Jellis,2017-02-25 00:00:00.000,5.2,3056,2,2,1,156,87,2007,Moreland,801000
Brunswick,3,t,SP,Jellis,2017-02-25 00:00:00.000,5.2,3056,3,2,2,4668,126,2011,Moreland,820000
Brunswick,1,u,S,Jellis,2016-07-26 00:00:00.000,5.2,3056,1,1,1,540,45,1970,Moreland,370000
Brunswick,3,h,S,Nelson,2016-07-26 00:00:00.000,5.2,3056,3,1,0,285,104,1890,Moreland,1170000
Brunswick,4,h,S,Ray,2016-06-27 00:00:00.000,5.2,3056,3,1,1,416,129,1920,Moreland,1790000
Brunswick,3,t,PI,Walshe,2016-06-27 00:00:00.000,5.2,3056,3,2,1,110,118,2000,Moreland,640000
Brunswick,4,h,S,Jellis,2016-06-27 00:00:00.000,5.2,3056,4,2,2,657,207,1958,Moreland,1875000
Brunswick,3,h,S,Ray,2016-06-27 00:00:00.000,5.2,3056,3,1,1,343,1041,1925,Moreland,1053000
Brunswick,3,t,PI,Nelson,2016-06-27 00:00:00.000,5.2,3056,2,1,1,55,111,2012,Moreland,705000
Brunswick,4,h,S,Walshe,2016-11-27 00:00:00.000,5.2,3056,4,1,0,363,127,1920,Moreland,1217000
Brunswick,3,h,SP,Jellis,2016-11-27 00:00:00.000,5.2,3056,3,1,3,308,119,1943,Moreland,1020000
Brunswick,3,h,S,Nelson,2016-11-27 00:00:00.000,5.2,3056,3,1,1,316,132,1910,Moreland,1340000
Brunswick,4,h,PI,Jellis,2016-05-28 00:00:00.000,5.2,3056,4,2,1,460,214,1916,Moreland,1410000
Brunswick,3,h,S,Nelson,2016-05-28 00:00:00.000,5.2,3056,3,1,1,346,126,1900,Moreland,1550000
Brunswick,3,h,PI,Nelson,2016-05-28 00:00:00.000,5.2,3056,3,2,1,4676,122,2010,Moreland,740000
Brunswick,2,u,S,Nelson,2016-05-28 00:00:00.000,5.2,3056,2,1,2,0,89,2002,Moreland,592500
Brunswick,1,u,S,Nelson,2016-05-28 00:00:00.000,5.2,3056,1,1,1,0,54,1965,Moreland,370000
Brunswick,2,h,S,Nelson,2016-05-28 00:00:00.000,5.2,3056,2,1,1,199,120,1880,Moreland,765000
Brunswick,1,h,SP,Collins,2016-08-28 00:00:00.000,5.2,3056,1,1,1,147,82,1890,Moreland,772000
Brunswick,3,h,S,Nelson,2016-08-28 00:00:00.000,5.2,3056,3,2,1,280,130,1890,Moreland,1210000
Brunswick,4,h,S,Jellis,2016-08-28 00:00:00.000,5.2,3056,4,2,1,354,199,1910,Moreland,1755000
Brunswick,2,h,S,Jellis,2016-07-30 00:00:00.000,5.2,3056,2,1,2,246,103,1910,Moreland,945000
Brunswick,2,h,S,Nelson,2016-07-30 00:00:00.000,5.2,3056,2,1,1,159,157,1930,Moreland,755000
Brunswick West,2,u,S,Peter,2016-09-03 00:00:00.000,5.9,3055,2,1,1,0,69,1960,Moreland,521500
Brunswick West,3,h,S,Nelson,2016-12-03 00:00:00.000,5.9,3055,3,1,1,0,119,1920,Moreland,1190000
Brunswick West,2,u,S,Jellis,2017-03-04 00:00:00.000,5.9,3055,2,1,1,564,60,1970,Moreland,471000
Brunswick West,1,u,PI,Walshe,2016-05-07 00:00:00.000,5.9,3055,1,1,1,0,42,2000,Moreland,265000
Brunswick West,3,h,S,hockingstuart,2016-05-07 00:00:00.000,5.9,3055,3,1,0,220,93,1930,Moreland,955000
Brunswick West,5,h,SP,Woodards,2016-11-07 00:00:00.000,5.9,3055,5,2,2,510,321,1997,Moreland,1350000
Brunswick West,2,t,VB,Nelson,2016-11-07 00:00:00.000,5.9,3055,2,1,1,0,85,1970,Moreland,380000
Brunswick West,1,u,SP,Grantham,2016-11-07 00:00:00.000,5.9,3055,1,1,0,0,37,1960,Moreland,300000
Brunswick West,3,h,S,Brad,2016-11-07 00:00:00.000,5.9,3055,3,1,2,349,95,1950,Moreland,810000
Brunswick West,3,h,S,Ray,2016-12-10 00:00:00.000,5.9,3055,3,1,0,275,119,1935,Moreland,793000
Brunswick West,2,u,SP,Nelson,2016-12-10 00:00:00.000,5.9,3055,2,1,1,73,64,1960,Moreland,400000
Brunswick West,2,u,SP,Nelson,2017-02-11 00:00:00.000,5.9,3055,2,1,1,0,70,2013,Moreland,400500
Brunswick West,3,t,S,Nelson,2017-02-11 00:00:00.000,5.9,3055,3,2,2,262,155,2010,Moreland,797500
Brunswick West,3,h,PI,Jellis,2016-11-12 00:00:00.000,5.9,3055,3,1,2,364,135,1900,Moreland,1300000
Brunswick West,3,h,S,Nelson,2016-11-12 00:00:00.000,5.9,3055,3,1,2,353,101,1930,Moreland,1330000
Brunswick West,7,h,S,Raine,2016-10-15 00:00:00.000,5.9,3055,7,3,1,447,287,1982,Moreland,1205000
Brunswick West,2,u,PI,Jellis,2016-10-15 00:00:00.000,5.9,3055,2,1,1,0,62,1970,Moreland,380000
Brunswick West,3,h,S,Nelson,2016-10-15 00:00:00.000,5.9,3055,3,1,1,411,168,1935,Moreland,1095000
Brunswick West,2,t,VB,Nelson,2016-10-15 00:00:00.000,5.9,3055,2,1,1,0,82,1970,Moreland,680000
Brunswick West,2,h,S,Nelson,2016-04-16 00:00:00.000,5.9,3055,2,1,1,177,87,1910,Moreland,711000
Brunswick West,2,u,S,Brad,2016-07-16 00:00:00.000,5.9,3055,2,1,1,0,75,1970,Moreland,500000
Brunswick West,2,u,SP,Jellis,2017-03-18 00:00:00.000,5.9,3055,2,1,1,0,62,1970,Moreland,385000
Brunswick West,2,u,S,Ray,2017-03-18 00:00:00.000,5.9,3055,2,1,1,2120,59,1960,Moreland,370000
Brunswick West,1,u,S,Jellis,2016-06-18 00:00:00.000,5.9,3055,1,1,1,0,43,1970,Moreland,320000
Brunswick West,1,u,S,hockingstuart/Advantage,2016-05-22 00:00:00.000,5.9,3055,1,1,1,0,42,1970,Moreland,330000
Brunswick West,5,h,PI,Jellis,2016-08-22 00:00:00.000,5.9,3055,5,2,3,553,193,1920,Moreland,1200000
Brunswick West,2,u,SP,Jellis,2016-08-22 00:00:00.000,5.9,3055,2,1,1,501,66,1960,Moreland,537000
Brunswick West,3,h,S,Brad,2016-08-22 00:00:00.000,5.9,3055,3,1,2,717,141,1950,Moreland,910000
Brunswick West,1,u,PI,Walshe,2016-08-22 00:00:00.000,5.9,3055,1,1,1,0,45,1970,Moreland,285000
Brunswick West,4,h,S,Ray,2016-08-22 00:00:00.000,5.9,3055,3,1,1,575,165,1930,Moreland,921500
Brunswick West,2,h,S,Nelson,2016-09-24 00:00:00.000,5.9,3055,2,1,2,554,116,1930,Moreland,1315000
Brunswick West,2,u,VB,Nelson,2016-09-24 00:00:00.000,5.9,3055,2,1,1,0,65,1970,Moreland,370000
Brunswick West,2,t,S,Jellis,2016-09-24 00:00:00.000,5.9,3055,2,1,2,120,109,2004,Moreland,735000
Brunswick West,4,h,S,Nelson,2016-09-24 00:00:00.000,5.9,3055,3,1,1,589,148,1935,Moreland,1000000
Brunswick West,1,u,PI,McDonald,2017-02-25 00:00:00.000,5.9,3055,1,1,1,0,45,1970,Moreland,252000
Brunswick West,4,h,PI,Jellis,2017-02-25 00:00:00.000,5.9,3055,4,2,2,621,184,1920,Moreland,1700000
Brunswick West,2,h,S,Jellis,2016-07-26 00:00:00.000,5.9,3055,3,1,1,206,98,1900,Moreland,820000
Brunswick West,2,u,VB,Jellis,2016-06-27 00:00:00.000,5.9,3055,2,1,1,0,65,1970,Moreland,370000
Brunswick West,2,u,S,Jellis,2016-06-27 00:00:00.000,5.9,3055,2,1,1,0,65,1950,Moreland,484000
Brunswick West,3,t,S,Ray,2016-06-27 00:00:00.000,5.9,3055,3,1,2,157,123,1999,Moreland,815000
Brunswick West,4,h,VB,Nelson,2016-05-28 00:00:00.000,5.9,3055,4,1,2,519,169,1910,Moreland,1150000
Brunswick West,2,u,S,Hodges,2016-05-28 00:00:00.000,5.9,3055,2,1,1,0,84,1977,Moreland,497000
Brunswick West,2,h,PI,Jellis,2016-08-28 00:00:00.000,5.9,3055,2,1,1,0,62,1960,Moreland,440000
Brunswick West,2,h,S,Nelson,2016-08-28 00:00:00.000,5.9,3055,3,2,1,343,115,1930,Moreland,816000
Brunswick West,4,h,PI,Nelson,2016-07-30 00:00:00.000,5.9,3055,4,3,2,499,150,1925,Moreland,970000
Bulleen,3,u,S,Jellis,2016-09-03 00:00:00.000,11.8,3105,3,1,2,385,140,2000,Manningham,851000
Bulleen,4,h,S,Jellis,2016-09-03 00:00:00.000,11.8,3105,4,1,2,717,180,1960,Manningham,1300000
Bulleen,4,h,S,Jellis,2016-09-03 00:00:00.000,11.8,3105,4,2,2,556,214,1957,Manningham,1235000
Bulleen,4,h,SP,Barry,2017-03-04 00:00:00.000,11.8,3105,4,2,2,670,197,1980,Manningham,1303000
Bulleen,3,h,PI,Barry,2016-06-04 00:00:00.000,11.8,3105,3,2,2,514,190,1960,Manningham,880000
Bulleen,3,t,PI,Fletchers,2016-06-04 00:00:00.000,11.8,3105,3,2,2,632,226,2013,Manningham,975000
Bulleen,3,h,PI,Barry,2016-08-06 00:00:00.000,11.8,3105,3,2,1,585,180,1950,Manningham,990000
Bulleen,4,h,S,Ray,2016-05-07 00:00:00.000,11.8,3105,4,2,2,723,159,1970,Manningham,1225000
Bulleen,5,h,S,Fletchers,2016-11-07 00:00:00.000,11.8,3105,5,3,2,796,304,1975,Manningham,1490000
Bulleen,3,h,S,Barry,2016-12-10 00:00:00.000,11.8,3105,3,3,2,401,165,1965,Manningham,905000
Bulleen,4,h,PI,Barry,2016-12-10 00:00:00.000,11.8,3105,4,2,1,1124,225,1960,Manningham,1085000
Bulleen,3,u,S,Barry,2017-02-11 00:00:00.000,11.8,3105,3,1,2,306,100,1985,Manningham,787000
Bulleen,3,h,S,Jellis,2016-11-12 00:00:00.000,11.8,3105,3,1,1,604,96,1960,Manningham,1075000
Bulleen,4,h,SP,Barry,2016-10-15 00:00:00.000,11.8,3105,4,2,2,475,245,1996,Manningham,1302000
Bulleen,3,h,PI,Fletchers,2016-10-15 00:00:00.000,11.8,3105,3,2,1,728,719,1965,Manningham,1050000
Bulleen,4,h,VB,hockingstuart,2016-04-16 00:00:00.000,11.8,3105,4,2,3,672,212,1970,Manningham,1000000
Bulleen,4,h,S,McGrath,2017-03-18 00:00:00.000,11.8,3105,4,2,2,744,300,1985,Manningham,1300000
Bulleen,3,h,PI,Barry,2016-08-22 00:00:00.000,11.8,3105,3,1,2,602,175,1975,Manningham,990000
Bulleen,4,h,PI,Barry,2016-09-24 00:00:00.000,11.8,3105,4,2,2,693,212,1975,Manningham,1100000
Bulleen,2,h,S,Barry,2016-07-26 00:00:00.000,11.8,3105,2,1,1,591,140,1965,Manningham,903000
Burwood,5,h,S,Jellis,2016-09-03 00:00:00.000,11.7,3125,4,3,2,661,253,1940,Whitehorse,1590000
Burwood,4,h,S,Ray,2016-12-03 00:00:00.000,11.7,3125,4,2,2,1145,111,1960,Whitehorse,1890000
Burwood,3,u,S,Ray,2016-12-03 00:00:00.000,11.7,3125,3,2,2,265,130,2000,Whitehorse,1022500
Burwood,3,h,S,Buxton,2016-02-04 00:00:00.000,11.7,3125,3,1,1,931,145,1970,Whitehorse,1755000
Burwood,3,h,S,Marshall,2016-06-04 00:00:00.000,11.7,3125,3,1,1,667,136,1950,Whitehorse,1300000
Burwood,3,h,S,Greg,2016-06-04 00:00:00.000,11.7,3125,3,1,1,786,111,1950,Whitehorse,1160000
Burwood,4,h,S,Fletchers,2016-05-07 00:00:00.000,11.7,3125,4,3,2,928,229,1996,Whitehorse,2000000
Burwood,3,h,S,Fletchers,2016-11-07 00:00:00.000,11.7,3125,3,1,2,318,103,1960,Whitehorse,790000
Burwood,4,h,S,Jellis,2016-10-08 00:00:00.000,11.7,3125,4,2,1,921,174,1950,Whitehorse,1682000
Burwood,3,u,PI,Jellis,2016-09-10 00:00:00.000,11.7,3125,3,2,1,0,115,2002,Monash,625000
Burwood,2,u,PI,Buxton,2017-03-11 00:00:00.000,11.7,3125,2,1,1,194,120,1975,Whitehorse,650000
Burwood,5,h,S,Ray,2016-06-12 00:00:00.000,11.7,3125,4,3,2,326,210,2013,Whitehorse,1060000
Burwood,4,h,S,Buxton,2016-11-12 00:00:00.000,11.7,3125,4,2,2,438,210,2005,Monash,1255000
Burwood,2,h,S,Noel,2016-05-14 00:00:00.000,11.7,3125,2,1,1,276,92,1965,Whitehorse,633000
Burwood,2,h,S,Fletchers,2016-04-16 00:00:00.000,11.7,3125,2,1,2,593,82,1950,Whitehorse,1350000
Burwood,3,h,S,Ray,2016-09-17 00:00:00.000,11.7,3125,3,1,1,384,112,1950,Whitehorse,570000
Burwood,3,t,S,Noel,2016-09-17 00:00:00.000,11.7,3125,3,1,2,228,126,1998,Whitehorse,745000
Burwood,5,h,S,RW,2016-09-17 00:00:00.000,11.7,3125,5,4,2,643,380,2014,Whitehorse,2150000
Burwood,3,u,S,Buxton,2016-09-17 00:00:00.000,11.7,3125,3,1,2,308,92,1995,Whitehorse,746000
Burwood,3,h,S,Jellis,2016-09-17 00:00:00.000,11.7,3125,3,2,2,653,120,1950,Whitehorse,1540000
Burwood,4,t,S,Jellis,2016-06-18 00:00:00.000,11.7,3125,4,2,2,399,212,2005,Monash,1270000
Burwood,4,t,VB,Noel,2016-05-22 00:00:00.000,11.7,3125,4,3,2,381,176,2013,Whitehorse,900000
Burwood,4,h,SA,Barry,2016-09-24 00:00:00.000,11.7,3125,4,2,2,499,220,2005,Monash,1250000
Burwood,4,h,S,Buxton,2016-06-27 00:00:00.000,11.7,3125,3,2,3,739,182,1970,Whitehorse,1410000
Burwood,4,u,PI,Lindellas,2016-05-28 00:00:00.000,11.7,3125,4,2,1,0,150,1950,Whitehorse,800000
Burwood,3,t,S,Barry,2016-08-28 00:00:00.000,11.7,3125,3,2,1,170,106,2001,Monash,702000
Camberwell,4,h,S,Jellis,2016-09-03 00:00:00.000,7.8,3124,4,2,1,652,189,1890,Boroondara,2650000
Camberwell,2,u,S,Noel,2016-12-03 00:00:00.000,7.8,3124,2,1,1,137,87,1970,Boroondara,729000
Camberwell,5,h,VB,Marshall,2016-12-03 00:00:00.000,7.8,3124,5,4,1,708,348,1940,Boroondara,2600000
Camberwell,3,h,S,Marshall,2016-12-03 00:00:00.000,7.8,3124,3,2,2,305,189,1998,Boroondara,1650000
Camberwell,2,u,S,Noel,2016-06-04 00:00:00.000,7.8,3124,2,1,1,1107,68,1960,Boroondara,615000
Camberwell,3,h,S,Jellis,2016-06-04 00:00:00.000,7.8,3124,3,2,2,706,164,1960,Boroondara,1987000
Camberwell,2,u,S,RT,2016-06-04 00:00:00.000,7.8,3124,2,1,1,146,86,1970,Boroondara,683000
Camberwell,3,h,PI,hockingstuart,2016-06-04 00:00:00.000,7.8,3124,3,2,1,777,154,1950,Boroondara,1690000
Camberwell,2,u,VB,Jellis,2016-06-04 00:00:00.000,7.8,3124,2,1,1,0,56,2011,Boroondara,430000
Camberwell,4,h,VB,Jellis,2016-05-07 00:00:00.000,7.8,3124,3,2,2,600,232,1897,Boroondara,2600000
Camberwell,3,h,PI,Marshall,2016-05-07 00:00:00.000,7.8,3124,3,2,2,1133,131,1930,Boroondara,2325000
Camberwell,2,u,SP,LITTLE,2016-11-07 00:00:00.000,7.8,3124,2,1,1,896,77,1960,Boroondara,435000
Camberwell,3,h,S,Jellis,2016-06-12 00:00:00.000,7.8,3124,3,1,2,821,105,1925,Boroondara,2000000
Camberwell,3,h,S,Fletchers,2016-06-12 00:00:00.000,7.8,3124,2,1,1,427,115,1938,Boroondara,1302000
Camberwell,3,h,SP,Noel,2016-11-12 00:00:00.000,7.8,3124,3,1,1,544,160,1930,Boroondara,1622000
Camberwell,2,u,PI,O'Donoghues,2016-11-12 00:00:00.000,7.8,3124,2,1,1,0,77,1965,Boroondara,502000
Camberwell,2,u,SP,LITTLE,2016-11-12 00:00:00.000,7.8,3124,2,1,1,896,77,1960,Boroondara,435000
Camberwell,3,u,PI,Jellis,2016-05-14 00:00:00.000,7.8,3124,3,1,1,0,89,1960,Boroondara,591000
Camberwell,5,h,S,Marshall,2016-10-15 00:00:00.000,7.8,3124,5,2,4,730,3112,1920,Boroondara,2608000
Camberwell,3,h,S,Fletchers,2016-10-15 00:00:00.000,7.8,3124,3,1,1,769,133,1930,Boroondara,1780000
Camberwell,3,h,S,O'Donoghues,2016-04-16 00:00:00.000,7.8,3124,3,2,2,656,225,2009,Boroondara,2250000
Camberwell,2,h,PI,O'Donoghues,2016-04-16 00:00:00.000,7.8,3124,2,1,1,424,95,1930,Boroondara,895000
Camberwell,3,h,SP,Marshall,2016-04-16 00:00:00.000,7.8,3124,3,2,0,584,213,1920,Boroondara,1800000
Camberwell,2,u,S,Jellis,2016-09-17 00:00:00.000,7.8,3124,2,1,1,150,88,1970,Boroondara,900000
Camberwell,5,h,VB,Jellis,2016-09-17 00:00:00.000,7.8,3124,5,3,2,802,317,1994,Boroondara,2700000
Camberwell,2,u,PI,Ross,2016-09-17 00:00:00.000,7.8,3124,2,1,1,0,76,1960,Boroondara,530000
Camberwell,4,h,S,Jellis,2017-03-18 00:00:00.000,7.8,3124,4,2,2,813,163,1960,Boroondara,2228000
Camberwell,3,h,S,Lindellas,2017-03-18 00:00:00.000,7.8,3124,3,1,1,405,102,1930,Boroondara,1602500
Camberwell,3,h,S,Kay,2016-08-22 00:00:00.000,7.8,3124,3,1,2,635,130,1920,Boroondara,2177000
Camberwell,3,h,S,Jellis,2017-02-25 00:00:00.000,7.8,3124,3,2,4,877,146,1960,Boroondara,3400000
Camberwell,3,h,S,Fletchers,2017-02-25 00:00:00.000,7.8,3124,3,1,2,692,164,1940,Boroondara,2105000
Camberwell,3,t,S,Jellis,2017-02-25 00:00:00.000,7.8,3124,3,2,2,283,160,1990,Boroondara,1625000
Camberwell,3,h,S,Kay,2017-02-25 00:00:00.000,7.8,3124,3,3,2,417,220,2016,Boroondara,3300000
Camberwell,2,u,S,Woodards,2016-06-27 00:00:00.000,7.8,3124,2,1,1,83,81,1960,Boroondara,667000
Camberwell,4,h,S,Jellis,2016-11-27 00:00:00.000,7.8,3124,4,1,4,772,145,1920,Boroondara,2015000
Camberwell,2,u,S,Marshall,2016-11-27 00:00:00.000,7.8,3124,2,1,1,631,75,1970,Boroondara,700000
Camberwell,4,h,S,Marshall,2016-11-27 00:00:00.000,7.8,3124,4,3,1,632,270,1890,Boroondara,3225000
Camberwell,5,h,SP,Weast,2016-05-28 00:00:00.000,7.8,3124,5,4,2,741,407,2009,Boroondara,3320000
Camberwell,5,h,PI,Marshall,2016-05-28 00:00:00.000,7.8,3124,4,3,2,603,282,1980,Boroondara,2125000
Camberwell,4,h,S,Jellis,2016-05-28 00:00:00.000,7.8,3124,4,2,2,686,210,1960,Boroondara,2030000
Camberwell,4,h,PI,RT,2016-05-28 00:00:00.000,7.8,3124,4,3,1,0,257,1912,Boroondara,2750000
Camberwell,4,h,VB,Noel,2016-08-28 00:00:00.000,7.8,3124,4,3,4,697,271,1980,Boroondara,2000000
Camberwell,5,h,PI,Marshall,2016-08-28 00:00:00.000,7.8,3124,5,5,1,639,453,2010,Boroondara,2250000
Camberwell,5,h,S,Fletchers,2016-08-28 00:00:00.000,7.8,3124,4,2,2,643,363,2005,Boroondara,2740000
Canterbury,4,h,S,Marshall,2016-09-03 00:00:00.000,9,3126,4,2,2,687,215,1935,Boroondara,2950000
Canterbury,3,h,S,Marshall,2016-12-03 00:00:00.000,9,3126,3,1,1,459,130,1920,Boroondara,1587500
Canterbury,2,u,S,Century,2016-06-04 00:00:00.000,9,3126,2,1,1,110,83,1960,Boroondara,830000
Canterbury,4,h,S,Jellis,2016-05-07 00:00:00.000,9,3126,4,2,1,653,229,1910,Boroondara,2375000
Canterbury,5,h,PI,Jellis,2016-05-07 00:00:00.000,9,3126,5,2,2,795,297,1910,Boroondara,2900000
Canterbury,3,h,VB,Noel,2016-05-07 00:00:00.000,9,3126,3,3,2,468,148,1890,Boroondara,2200000
Canterbury,4,h,S,Marshall,2016-11-07 00:00:00.000,9,3126,4,1,1,717,235,1890,Boroondara,2620000
Canterbury,2,h,S,Jellis,2016-10-08 00:00:00.000,9,3126,2,1,1,342,104,1945,Boroondara,1305000
Canterbury,3,h,S,Fletchers,2016-09-10 00:00:00.000,9,3126,3,2,1,145,140,1998,Boroondara,928000
Canterbury,5,h,S,Jellis,2016-12-10 00:00:00.000,9,3126,5,3,4,645,222,2005,Boroondara,2930000
Canterbury,4,h,PI,Jellis,2016-12-10 00:00:00.000,9,3126,4,2,3,812,173,1927,Boroondara,2950000
Canterbury,2,u,S,Jellis,2016-11-12 00:00:00.000,9,3126,2,1,1,0,92,1965,Boroondara,722000
Canterbury,5,h,VB,Jellis,2016-10-15 00:00:00.000,9,3126,5,2,4,838,282,1910,Boroondara,2350000
Canterbury,3,h,PI,Marshall,2016-10-15 00:00:00.000,9,3126,3,3,2,352,207,1997,Boroondara,1640000
Canterbury,3,h,S,Fletchers,2016-09-17 00:00:00.000,9,3126,3,2,1,325,197,1910,Boroondara,1680000
Canterbury,5,h,VB,RT,2017-03-18 00:00:00.000,9,3126,5,4,4,684,427,2013,Boroondara,3550000
Canterbury,4,h,S,Jellis,2016-11-19 00:00:00.000,9,3126,4,1,4,845,411,2008,Boroondara,3400000
Canterbury,3,h,PI,Marshall,2016-07-26 00:00:00.000,9,3126,3,2,2,361,216,1995,Boroondara,1850000
Canterbury,4,h,S,RW,2016-11-27 00:00:00.000,9,3126,4,2,2,796,276,2012,Boroondara,3145000
Carlton North,4,h,S,Nelson,2017-03-04 00:00:00.000,3.2,3054,4,3,0,122,130,1890,Yarra,1425000
Carlton North,3,h,SP,Chambers,2016-05-07 00:00:00.000,3.2,3054,3,1,2,499,164,1910,Yarra,2950000
Carlton North,4,h,S,Woodards,2016-05-07 00:00:00.000,3.2,3054,3,1,0,418,163,1920,Yarra,2175000
Carlton North,2,h,PI,Nelson,2016-12-10 00:00:00.000,3.2,3054,2,1,1,73,104,2009,Yarra,800000
Carlton North,4,h,S,Ray,2017-03-11 00:00:00.000,3.2,3054,4,2,0,538,142,2015,Yarra,2718000
Carlton North,2,h,S,Kelly,2016-11-12 00:00:00.000,3.2,3054,1,2,0,413,172,1900,Yarra,2400000
Carlton North,4,h,S,Nelson,2016-04-16 00:00:00.000,3.2,3054,4,2,2,504,168,1890,Yarra,2520000
Carlton North,3,h,S,Nelson,2017-03-18 00:00:00.000,3.2,3054,3,2,0,84,148,1970,Yarra,2050000
Carlton North,4,h,S,Nelson,2016-05-22 00:00:00.000,3.2,3054,4,2,2,207,162,1900,Yarra,1950000
Carlton North,1,u,S,Nelson,2016-09-24 00:00:00.000,3.2,3054,1,1,1,0,56,1970,Yarra,437000
Carlton North,2,u,VB,Nelson,2016-09-24 00:00:00.000,3.2,3054,2,1,1,0,86,1940,Yarra,520000
Carlton North,2,u,S,hockingstuart,2016-06-27 00:00:00.000,3.2,3054,2,1,1,0,76,1975,Yarra,570000
Carnegie,3,u,S,Ray,2016-09-03 00:00:00.000,11.4,3163,3,1,2,0,96,1989,Glen Eira,820000
Carnegie,2,t,S,Gary,2016-09-03 00:00:00.000,11.4,3163,2,2,1,133,104,2009,Glen Eira,795000
Carnegie,2,u,SP,Woodards,2016-12-03 00:00:00.000,11.4,3163,2,1,1,73,61,1970,Glen Eira,600000
Carnegie,3,h,S,hockingstuart,2016-12-03 00:00:00.000,11.4,3163,3,1,2,425,166,1960,Glen Eira,1295000
Carnegie,2,u,S,Marshall,2017-03-04 00:00:00.000,11.4,3163,2,1,1,0,69,1970,Glen Eira,510000
Carnegie,1,u,S,Woodards,2017-03-04 00:00:00.000,11.4,3163,1,1,1,60,48,1970,Glen Eira,346000
Carnegie,3,t,SP,Gary,2017-03-04 00:00:00.000,11.4,3163,3,2,1,1113,113,1990,Glen Eira,860000
Carnegie,2,u,S,hockingstuart,2016-06-04 00:00:00.000,11.4,3163,2,1,2,0,100,1973,Glen Eira,772000
Carnegie,4,h,S,Jellis,2016-06-04 00:00:00.000,11.4,3163,4,2,2,561,204,1925,Glen Eira,1506000
Carnegie,3,t,PI,Gary,2016-06-04 00:00:00.000,11.4,3163,3,2,1,0,107,1990,Glen Eira,675000
Carnegie,2,u,SP,hockingstuart,2016-06-04 00:00:00.000,11.4,3163,2,1,2,0,67,2009,Glen Eira,525000
Carnegie,1,u,S,Ray,2016-06-04 00:00:00.000,11.4,3163,1,1,1,0,50,1960,Glen Eira,290000
Carnegie,2,u,VB,Gary,2016-08-06 00:00:00.000,11.4,3163,2,1,1,0,70,1970,Glen Eira,360000
Carnegie,2,h,S,hockingstuart,2016-08-06 00:00:00.000,11.4,3163,3,1,2,299,115,1930,Glen Eira,967500
Carnegie,1,u,S,hockingstuart,2016-08-06 00:00:00.000,11.4,3163,1,1,1,0,33,1970,Glen Eira,330000
Carnegie,3,h,S,Woodards,2016-05-07 00:00:00.000,11.4,3163,4,2,2,751,40,1923,Glen Eira,1600000
Carnegie,3,u,S,Woodards,2016-11-07 00:00:00.000,11.4,3163,3,2,1,300,130,1990,Glen Eira,1008000
Carnegie,3,u,S,Woodards,2016-09-10 00:00:00.000,11.4,3163,3,1,2,0,170,1925,Glen Eira,1170000
Carnegie,4,h,S,Gary,2016-09-10 00:00:00.000,11.4,3163,3,2,2,687,237,1983,Glen Eira,1830000
Carnegie,1,u,PI,hockingstuart,2016-09-10 00:00:00.000,11.4,3163,1,1,1,0,34,1960,Glen Eira,250000
Carnegie,2,t,S,hockingstuart,2016-12-10 00:00:00.000,11.4,3163,2,2,1,166,170,2009,Glen Eira,930000
Carnegie,2,u,S,Ray,2017-02-11 00:00:00.000,11.4,3163,2,1,1,0,56,1970,Glen Eira,465000
Carnegie,4,h,VB,hockingstuart,2016-11-12 00:00:00.000,11.4,3163,4,2,2,757,133,1930,Glen Eira,1550000
Carnegie,2,t,SA,Ray,2016-08-13 00:00:00.000,11.4,3163,2,1,1,144,96,2000,Glen Eira,707000
Carnegie,2,u,S,hockingstuart,2016-08-13 00:00:00.000,11.4,3163,2,2,1,0,86,1993,Glen Eira,804000
Carnegie,4,h,S,Gary,2016-05-14 00:00:00.000,11.4,3163,3,2,1,598,201,1970,Glen Eira,1501000
Carnegie,3,t,PI,Marshall,2016-05-14 00:00:00.000,11.4,3163,3,2,2,325,223,2005,Glen Eira,970000
Carnegie,2,h,S,Jellis,2016-04-16 00:00:00.000,11.4,3163,2,1,1,211,102,2002,Glen Eira,817500
Carnegie,4,h,PI,Ray,2016-04-16 00:00:00.000,11.4,3163,4,2,2,557,200,1938,Glen Eira,1450000
Carnegie,2,t,S,Gary,2016-04-16 00:00:00.000,11.4,3163,2,1,1,158,106,1994,Glen Eira,855000
Carnegie,2,h,S,Gary,2016-04-16 00:00:00.000,11.4,3163,2,1,1,0,90,1968,Glen Eira,675000
