Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,distribution Latitide,distribution Longitude
Carnegie,8/54 Moonya Rd,1,u,346000,S,Woodards,2017-03-04 00:00:00.000,11.4,3163,1,1,1,60,48,1970,Glen Eira,-37.8965,145.0618,-0.337540848,0.213449204
Carnegie,3/78 Moonya Rd,3,t,860000,SP,Gary,2017-03-04 00:00:00.000,11.4,3163,3,2,1,1113,113,1990,Glen Eira,-37.8972,145.0642,-0.340233156,0.220215486
Carnegie,4/5 Anzac St,2,u,772000,S,hockingstuart,2016-06-04 00:00:00.000,11.4,3163,2,1,2,0,100,1973,Glen Eira,-37.8863,145.066,-0.298310079,0.225290197
Carnegie,42 Margaret St,4,h,1506000,S,Jellis,2016-06-04 00:00:00.000,11.4,3163,4,2,2,561,204,1925,Glen Eira,-37.8934,145.0633,-0.325617771,0.21767813
Carnegie,5/78 Moonya Rd,3,t,675000,PI,Gary,2016-06-04 00:00:00.000,11.4,3163,3,2,1,0,107,1990,Glen Eira,-37.8972,145.0642,-0.340233156,0.220215486
Carnegie,4/314 Neerim Rd,2,u,525000,SP,hockingstuart,2016-06-04 00:00:00.000,11.4,3163,2,1,2,0,67,2009,Glen Eira,-37.8893,145.0589,-0.30984854,0.205273281
Carnegie,3/9 Poplar Gr,1,u,290000,S,Ray,2016-06-04 00:00:00.000,11.4,3163,1,1,1,0,50,1960,Glen Eira,-37.8858,145.0632,-0.296387002,0.217396202
Carnegie,4/12 Judith St,2,u,360000,VB,Gary,2016-08-06 00:00:00.000,11.4,3163,2,1,1,0,70,1970,Glen Eira,-37.9032,145.0555,-0.363310079,0.195687716
Carnegie,68 Miller St,2,h,967500,S,hockingstuart,2016-08-06 00:00:00.000,11.4,3163,3,1,2,299,115,1930,Glen Eira,-37.8973,145.053,-0.340617771,0.188639506
Carnegie,1/78 Railway Rd,1,u,330000,S,hockingstuart,2016-08-06 00:00:00.000,11.4,3163,1,1,1,0,33,1970,Glen Eira,-37.8888,145.0533,-0.307925463,0.189485291
Carnegie,1 Frogmore Rd,3,h,1600000,S,Woodards,2016-05-07 00:00:00.000,11.4,3163,4,2,2,751,40,1923,Glen Eira,-37.8945,145.0648,-0.32984854,0.221907056
Carnegie,78b Miller St,3,u,1008000,S,Woodards,2016-11-07 00:00:00.000,11.4,3163,3,2,1,300,130,1990,Glen Eira,-37.8974,145.0539,-0.341002386,0.191176862
Carnegie,1/38 Neville St,3,u,1170000,S,Woodards,2016-09-10 00:00:00.000,11.4,3163,3,1,2,0,170,1925,Glen Eira,-37.8977,145.0493,-0.342156233,0.178208156
Carnegie,4 Vine Gr,4,h,1830000,S,Gary,2016-09-10 00:00:00.000,11.4,3163,3,2,2,687,237,1983,Glen Eira,-37.8931,145.0479,-0.324463925,0.174261158
Carnegie,12/66 Woornack Rd,1,u,250000,PI,hockingstuart,2016-09-10 00:00:00.000,11.4,3163,1,1,1,0,34,1960,Glen Eira,-37.8982,145.0625,-0.344079309,0.215422703
Carnegie,2/33 Oakleigh Rd,2,t,930000,S,hockingstuart,2016-12-10 00:00:00.000,11.4,3163,2,2,1,166,170,2009,Glen Eira,-37.8982,145.0488,-0.344079309,0.176798514
Carnegie,2/22 Kokaribb Rd,2,u,465000,S,Ray,2017-02-11 00:00:00.000,11.4,3163,2,1,1,0,56,1970,Glen Eira,-37.8881,145.0558,-0.305233156,0.196533501
Carnegie,90 Truganini Rd,4,h,1550000,VB,hockingstuart,2016-11-12 00:00:00.000,11.4,3163,4,2,2,757,133,1930,Glen Eira,-37.8925,145.0541,-0.322156233,0.191740718
Carnegie,2/25 El Nido Gr,2,t,707000,SA,Ray,2016-08-13 00:00:00.000,11.4,3163,2,1,1,144,96,2000,Glen Eira,-37.892,145.0482,-0.320233156,0.175106943
Carnegie,4/299 Koornang Rd,2,u,804000,S,hockingstuart,2016-08-13 00:00:00.000,11.4,3163,2,2,1,0,86,1993,Glen Eira,-37.9,145.0548,-0.351002386,0.193714217
Carnegie,6 Longstaff St,4,h,1501000,S,Gary,2016-05-14 00:00:00.000,11.4,3163,3,2,1,598,201,1970,Glen Eira,-37.9037,145.0588,-0.365233156,0.204991353
Carnegie,1/108 Truganini Rd,3,t,970000,PI,Marshall,2016-05-14 00:00:00.000,11.4,3163,3,2,2,325,223,2005,Glen Eira,-37.8933,145.0546,-0.325233156,0.19315036
Carnegie,25 Arawatta St,2,h,817500,S,Jellis,2016-04-16 00:00:00.000,11.4,3163,2,1,1,211,102,2002,Glen Eira,-37.8856,145.0599,-0.295617771,0.208092565
Carnegie,48 Lyons St,4,h,1450000,PI,Ray,2016-04-16 00:00:00.000,11.4,3163,4,2,2,557,200,1938,Glen Eira,-37.8955,145.0515,-0.333694694,0.18441058
Carnegie,2/79 Mimosa Rd,2,t,855000,S,Gary,2016-04-16 00:00:00.000,11.4,3163,2,1,1,158,106,1994,Glen Eira,-37.8886,145.052,-0.307156233,0.185820222
Carnegie,2/61 Moonya Rd,2,h,675000,S,Gary,2016-04-16 00:00:00.000,11.4,3163,2,1,1,0,90,1968,Glen Eira,-37.8973,145.0625,-0.340617771,0.215422703
Carnegie,4/39 Kokaribb Rd,2,u,588000,SP,Woodards,2016-07-16 00:00:00.000,11.4,3163,2,1,1,133,71,2011,Glen Eira,-37.89,145.0559,-0.312540848,0.196815429
Carnegie,1/60 Mimosa Rd,2,u,455000,S,Woodards,2016-07-16 00:00:00.000,11.4,3163,2,1,1,0,73,1970,Glen Eira,-37.8897,145.0524,-0.311387002,0.186947936
Carnegie,2/59 Moonya Rd,3,u,920000,SP,Woodards,2016-09-17 00:00:00.000,11.4,3163,3,2,1,283,250,2005,Glen Eira,-37.8974,145.0622,-0.341002386,0.214576918
Carnegie,1/12 Kokaribb Rd,2,u,656000,S,Property,2016-06-18 00:00:00.000,11.4,3163,2,1,1,103,82,1970,Glen Eira,-37.8873,145.0559,-0.302156233,0.196815429
Kingsville,132 Coronation St,3,h,1035000,SP,Village,2016-08-06 00:00:00.000,7.8,3012,3,2,2,275,145,1920,Maribyrnong,-37.8118,144.8801,-0.011771617,-0.298814681
Kingsville,104 Williamstown Rd,2,h,677500,S,Jas,2016-05-07 00:00:00.000,7.8,3012,2,1,1,224,89,1915,Maribyrnong,-37.8083,144.8841,0.001689921,-0.287537545
Kingsville,200 Somerville Rd,3,h,760000,PI,Chambers,2016-12-10 00:00:00.000,7.8,3012,3,1,1,350,114,1950,Maribyrnong,-37.8123,144.8805,-0.013694694,-0.297686967
Kingsville,52a Williamstown Rd,2,h,730000,S,Village,2016-11-12 00:00:00.000,7.8,3012,2,2,0,84,130,1900,Maribyrnong,-37.8058,144.8846,0.011305306,-0.286127903
Kingsville,2/15 Edgar St,2,u,440000,S,hockingstuart,2016-10-15 00:00:00.000,7.8,3012,2,1,1,117,74,2008,Maribyrnong,-37.8083,144.8775,0.001689921,-0.306144819
Kingsville,309 Geelong Rd,2,h,685000,SP,Village,2016-09-17 00:00:00.000,7.8,3012,2,1,1,220,219,1890,Maribyrnong,-37.8068,144.8782,0.007459152,-0.30417132
Kingsville,2/57 Kingsville St,1,u,210000,S,Jas,2017-03-18 00:00:00.000,7.8,3012,1,1,1,0,36,1970,Maribyrnong,-37.81,144.8786,-0.00484854,-0.303043606
Kingsville,74 Chirnside St,3,h,1340000,S,Jas,2016-11-19 00:00:00.000,7.8,3012,3,2,0,272,132,1915,Maribyrnong,-37.8079,144.8825,0.003228383,-0.292048399
Kingsville,12 Williamstown Rd,4,h,925000,S,Sweeney,2016-11-19 00:00:00.000,7.8,3012,4,2,1,276,4,1948,Maribyrnong,-37.8039,144.8849,0.018612998,-0.285282118
Kingsville,72 Chirnside St,4,h,1275000,SP,Jas,2016-09-24 00:00:00.000,7.8,3012,4,2,1,274,172,1910,Maribyrnong,-37.8078,144.8825,0.003612998,-0.292048399
Kingsville,57 Wales St,3,h,925000,SP,Village,2016-09-24 00:00:00.000,7.8,3012,3,1,1,275,100,1920,Maribyrnong,-37.8085,144.8802,0.000920691,-0.298532752
Kingsville,22 Coronation St,4,h,1336000,S,Jas,2016-07-26 00:00:00.000,7.8,3012,3,2,1,343,109,1920,Maribyrnong,-37.8066,144.8811,0.008228383,-0.295995397
Kingsville,2/35 Kingsville St,1,u,200000,VB,Greg,2016-07-30 00:00:00.000,7.8,3012,1,1,1,0,38,1960,Maribyrnong,-37.8089,144.8788,-0.000617771,-0.30247975
Murrumbeena,1/22 Gerald St,4,t,1100000,SP,hockingstuart,2017-03-04 00:00:00.000,12.1,3163,4,3,2,286,160,1990,Glen Eira,-37.8958,145.0696,-0.33484854,0.235439619
Murrumbeena,3 Churchill Cl,3,t,1160000,S,hockingstuart,2016-06-04 00:00:00.000,12.1,3163,3,2,2,302,172,2000,Glen Eira,-37.9043,145.0622,-0.367540848,0.214576918
Murrumbeena,9 Stewart St,3,h,820000,PI,Woodards,2016-06-04 00:00:00.000,12.1,3163,2,1,1,274,107,1925,Glen Eira,-37.8968,145.075,-0.338694694,0.250663752
Murrumbeena,2/11 Howe St,2,u,740000,S,Buxton,2016-08-06 00:00:00.000,12.1,3163,2,1,1,161,89,1980,Glen Eira,-37.8955,145.073,-0.333694694,0.245025184
Murrumbeena,1d Bute St,3,u,975000,S,Woodards,2016-05-07 00:00:00.000,12.1,3163,3,2,1,277,109,1975,Glen Eira,-37.8936,145.0709,-0.326387002,0.239104688
Murrumbeena,38 Dalny Rd,3,h,1060000,PI,hockingstuart,2016-05-07 00:00:00.000,12.1,3163,3,1,2,595,130,1957,Glen Eira,-37.9027,145.0684,-0.361387002,0.232056478
Murrumbeena,4/16 Rosella St,2,u,680000,S,Buxton,2016-05-07 00:00:00.000,12.1,3163,2,1,2,275,94,1975,Glen Eira,-37.8936,145.0725,-0.326387002,0.243615542
Murrumbeena,15 Thaxted Rd,3,h,1430000,PI,Woodards,2016-12-10 00:00:00.000,12.1,3163,3,1,2,618,163,1960,Glen Eira,-37.8991,145.0686,-0.347540848,0.232620335
Murrumbeena,17 Howe St,3,h,1370000,S,Woodards,2016-11-12 00:00:00.000,12.1,3163,3,2,2,834,168,1954,Glen Eira,-37.8959,145.0736,-0.335233156,0.246716755
Murrumbeena,22/41 Murrumbeena Rd,2,u,605000,SP,Fletchers,2016-11-12 00:00:00.000,12.1,3163,2,2,2,5289,72,2013,Glen Eira,-37.8882,145.0666,-0.305617771,0.226981767
Murrumbeena,21 Ardyne St,4,h,1610000,S,Ray,2016-10-15 00:00:00.000,12.1,3163,4,2,2,660,167,1920,Glen Eira,-37.8932,145.0681,-0.32484854,0.231210693
Murrumbeena,14/24 Rosella St,1,u,256500,S,Gary,2016-06-18 00:00:00.000,12.1,3163,1,1,1,0,37,1966,Glen Eira,-37.8944,145.0733,-0.329463925,0.245870969
Murrumbeena,22 Brett St,5,h,1300000,PI,Buxton,2016-08-22 00:00:00.000,12.1,3163,5,2,2,683,223,1960,Glen Eira,-37.9055,145.0691,-0.372156233,0.234029977
Murrumbeena,3/19 Howe St,3,u,835000,SP,Matthew,2016-08-22 00:00:00.000,12.1,3163,3,1,1,181,104,1975,Glen Eira,-37.8966,145.0737,-0.337925463,0.246998683
Murrumbeena,32 Leura St,2,h,861500,S,hockingstuart,2016-09-24 00:00:00.000,12.1,3163,2,2,1,293,125,2004,Glen Eira,-37.9033,145.0727,-0.363694694,0.244179399
Murrumbeena,116/41 Murrumbeena Rd,2,u,500000,VB,Beller,2016-09-24 00:00:00.000,12.1,3163,2,2,1,5289,70,2013,Glen Eira,-37.8882,145.0666,-0.305617771,0.226981767
Murrumbeena,1 Donal St,4,h,1400000,VB,hockingstuart,2017-02-25 00:00:00.000,12.1,3163,4,2,2,557,178,1955,Glen Eira,-37.906,145.074,-0.374079309,0.247844468
Murrumbeena,2/15 Melbourne St,2,u,603000,S,Anderson,2016-07-26 00:00:00.000,12.1,3163,4,1,1,102,92,1960,Glen Eira,-37.8894,145.0679,-0.310233156,0.230646836
Murrumbeena,49 Dalny Rd,3,h,1100000,VB,hockingstuart,2016-06-27 00:00:00.000,12.1,3163,3,2,2,506,169,1950,Glen Eira,-37.902,145.0705,-0.358694694,0.237976974
Murrumbeena,22 Victory St,3,h,1090000,S,Gary,2016-11-27 00:00:00.000,12.1,3163,3,2,2,553,138,1960,Glen Eira,-37.9031,145.0668,-0.362925463,0.227545624
Murrumbeena,525a Neerim Rd,4,h,1800000,PI,Ray,2016-05-28 00:00:00.000,12.1,3163,4,2,2,990,267,2003,Glen Eira,-37.8916,145.0753,-0.318694694,0.251509537
Murrumbeena,4/1 Howe St,2,t,745500,S,Buxton,2016-07-30 00:00:00.000,12.1,3163,2,1,1,186,110,1980,Glen Eira,-37.8947,145.0722,-0.330617771,0.242769757
Ormond,208 Booran Rd,3,h,1401000,SP,Noel,2016-12-03 00:00:00.000,11.8,3204,3,2,2,650,150,1950,Glen Eira,-37.8986,145.0359,-0.345617771,0.140429751
Ormond,17 Murray Rd,4,h,2250000,PI,Marshall,2016-12-03 00:00:00.000,11.8,3204,4,1,2,903,235,1985,Glen Eira,-37.9062,145.0263,-0.37484854,0.113364626
Ormond,37 Thompson St,4,h,1715000,S,Buxton,2016-12-03 00:00:00.000,11.8,3204,4,2,2,705,226,1922,Glen Eira,-37.9035,145.028,-0.364463925,0.118157409
Ormond,7/30 Walsh St,1,u,250000,VB,Ray,2016-02-04 00:00:00.000,11.8,3204,1,1,1,0,36,1960,Glen Eira,-37.9028,145.0475,-0.361771617,0.173133445
Ormond,9 Queen St,4,h,1920000,S,Buxton,2016-06-04 00:00:00.000,11.8,3204,3,1,1,805,808,1925,Glen Eira,-37.9066,145.0354,-0.376387002,0.139020109
Ormond,15 Tyrone St,4,h,1918000,S,Buxton,2016-08-06 00:00:00.000,11.8,3204,4,2,1,678,162,1920,Glen Eira,-37.9065,145.0461,-0.376002386,0.169186447
Ormond,2/27 Wheeler St,3,u,900000,S,hockingstuart,2016-08-06 00:00:00.000,11.8,3204,3,1,1,265,91,1990,Glen Eira,-37.906,145.04,-0.374079309,0.151988815
Ormond,37 Lewis St,3,h,1770000,S,hockingstuart,2016-09-10 00:00:00.000,11.8,3204,3,2,2,667,142,1950,Glen Eira,-37.9088,145.0471,-0.38484854,0.172005731
Ormond,44 Thompson St,3,t,1250000,S,hockingstuart,2016-09-10 00:00:00.000,11.8,3204,3,2,2,326,188,2000,Glen Eira,-37.903,145.0285,-0.362540848,0.119567051
Ormond,3/25 Holloway St,3,u,822500,S,hockingstuart,2016-11-12 00:00:00.000,11.8,3204,3,2,3,0,93,1970,Glen Eira,-37.9018,145.0477,-0.357925463,0.173697301
Ormond,2/43 Ulupna Rd,2,h,810000,S,hockingstuart,2016-11-12 00:00:00.000,11.8,3204,2,1,1,210,90,1996,Glen Eira,-37.9001,145.0428,-0.351387002,0.15988281
Ormond,16 Wallen Rd,3,h,1322000,S,hockingstuart,2016-11-12 00:00:00.000,11.8,3204,3,1,1,551,156,1940,Glen Eira,-37.9036,145.0521,-0.36484854,0.186102151
Ormond,58 Draper St,4,h,1845000,S,Buxton,2016-10-15 00:00:00.000,11.8,3204,4,3,1,718,189,1939,Glen Eira,-37.9061,145.0509,-0.374463925,0.18271901
Ormond,16 Sherwood St,3,h,1535000,S,Marshall,2016-10-15 00:00:00.000,11.8,3204,3,1,2,578,140,1935,Glen Eira,-37.9047,145.0274,-0.369079309,0.116465838
Ormond,21 Stewart St,4,h,2005000,S,hockingstuart,2016-10-15 00:00:00.000,11.8,3204,4,2,2,691,193,1935,Glen Eira,-37.905,145.029,-0.370233156,0.120976692
Ormond,3/16 Wheeler St,3,u,932000,S,Woodards,2016-10-15 00:00:00.000,11.8,3204,3,2,1,180,92,1997,Glen Eira,-37.9069,145.041,-0.377540848,0.154808099
Ormond,245 Grange Rd,4,h,1500000,VB,Ray,2016-04-16 00:00:00.000,11.8,3204,4,2,2,862,153,1970,Glen Eira,-37.8993,145.0447,-0.348310079,0.16523945
Ormond,13 Parker St,4,h,1390000,SA,Ray,2016-07-16 00:00:00.000,11.8,3204,4,2,2,666,158,1937,Glen Eira,-37.9032,145.049,-0.363310079,0.177362371
Ormond,2 Stewart St,3,h,940000,PI,Buxton,2016-07-16 00:00:00.000,11.8,3204,3,1,1,397,124,1940,Glen Eira,-37.9064,145.0291,-0.375617771,0.121258621
Ormond,6/13 Ulupna Rd,1,u,296000,SP,Thomson,2016-09-17 00:00:00.000,11.8,3204,1,1,1,0,36,1970,Glen Eira,-37.9028,145.0426,-0.361771617,0.159318954
Ormond,1/75 Lillimur Rd,2,u,475000,S,Gary,2016-11-19 00:00:00.000,11.8,3204,2,1,1,0,52,2011,Glen Eira,-37.8986,145.042,-0.345617771,0.157627383
Ormond,1/25 Murray Rd,3,u,820000,PI,Buxton,2016-05-22 00:00:00.000,11.8,3204,3,2,1,238,127,1998,Glen Eira,-37.9062,145.027,-0.37484854,0.115338125
Ormond,2/26 Wicklow St,3,u,940000,PI,Buxton,2016-04-23 00:00:00.000,11.8,3204,3,2,1,382,137,1998,Glen Eira,-37.9061,145.0478,-0.374463925,0.17397923
Ormond,1 Carcoola Ct,3,h,1470000,S,Woodards,2017-02-25 00:00:00.000,11.8,3204,3,2,2,0,163,1980,Glen Eira,-37.9071,145.0439,-0.378310079,0.162984023
Ormond,5/11 Ormond Rd,2,u,430000,PI,Purplebricks,2017-02-25 00:00:00.000,11.8,3204,2,1,1,0,69,1970,Glen Eira,-37.903,145.0452,-0.362540848,0.166649092
Ormond,10/21 Lillimur Rd,1,u,362000,SP,hockingstuart,2016-07-26 00:00:00.000,11.8,3204,1,1,1,0,44,2010,Glen Eira,-37.9016,145.0414,-0.357156233,0.155935813
Ormond,3/11 Ormond Rd,2,u,410000,SA,Stockdale,2016-07-26 00:00:00.000,11.8,3204,2,1,1,0,65,1970,Glen Eira,-37.903,145.0452,-0.362540848,0.166649092
Ormond,2 Wimmera St,2,h,1177000,S,Thomson,2016-11-27 00:00:00.000,11.8,3204,2,1,2,452,105,1930,Glen Eira,-37.9024,145.0539,-0.360233156,0.191176862
Ormond,2/35 Leila Rd,2,u,617500,S,Biggin,2016-05-28 00:00:00.000,11.8,3204,2,1,1,94,91,1970,Glen Eira,-37.9011,145.0474,-0.355233156,0.172851516
Ormond,3/302 Grange Rd,2,u,405000,VB,Besser,2016-08-28 00:00:00.000,11.8,3204,2,1,1,0,68,1970,Glen Eira,-37.9031,145.0444,-0.362925463,0.164393665
West Footscray,22 Clarendon Pde,6,h,1020000,PI,Alexkarbon,2016-12-03 00:00:00.000,8.2,3012,6,3,2,554,199,1940,Maribyrnong,-37.8053,144.8681,0.013228383,-0.332646087
West Footscray,140 Essex St,2,h,912500,S,Village,2016-12-03 00:00:00.000,8.2,3012,2,1,1,444,98,1940,Maribyrnong,-37.7933,144.876,0.059382229,-0.310373745
West Footscray,29 Devonshire St,4,h,710000,PI,Sweeney,2017-03-04 00:00:00.000,8.2,3012,4,1,1,255,131,1920,Maribyrnong,-37.7906,144.8687,0.069766844,-0.330954517
West Footscray,90 Pitt St,4,h,837000,S,Sweeney,2017-03-04 00:00:00.000,8.2,3012,4,2,3,390,149,1950,Maribyrnong,-37.7926,144.8639,0.062074537,-0.34448708
West Footscray,86 Ashley St,4,h,850000,S,Sweeney,2016-06-04 00:00:00.000,8.2,3012,4,2,2,497,179,1980,Maribyrnong,-37.7903,144.8639,0.070920691,-0.34448708
West Footscray,1/12 Hatfield Ct,6,u,520000,SP,Sweeney,2016-05-07 00:00:00.000,8.2,3012,4,2,1,0,171,1970,Maribyrnong,-37.809,144.8686,-0.001002386,-0.331236445
West Footscray,2/705 Barkly St,3,u,347000,SP,Jas,2016-11-07 00:00:00.000,8.2,3012,2,1,1,0,56,1965,Maribyrnong,-37.7964,144.8672,0.047459152,-0.335183443
West Footscray,12/32 Argyle St,2,h,438000,S,hockingstuart,2016-10-08 00:00:00.000,8.2,3012,2,1,2,0,75,1970,Maribyrnong,-37.7952,144.8749,0.052074537,-0.313474957
West Footscray,5/28 Hampton Pde,2,h,415000,S,Sweeney,2016-09-10 00:00:00.000,8.2,3012,2,1,1,80,64,1980,Maribyrnong,-37.806,144.8674,0.010536075,-0.334619586
West Footscray,1/37 Hampton Pde,3,h,723000,S,Village,2016-09-10 00:00:00.000,8.2,3012,3,1,2,302,125,1938,Maribyrnong,-37.8066,144.8666,0.008228383,-0.336875013
West Footscray,1/12 Hatfield Ct,4,u,530000,SP,Sweeney,2016-09-10 00:00:00.000,8.2,3012,4,2,1,0,171,1970,Maribyrnong,-37.809,144.8686,-0.001002386,-0.331236445
West Footscray,45 Hansen St,3,h,967000,S,Jas,2016-12-10 00:00:00.000,8.2,3012,3,1,2,347,113,1925,Maribyrnong,-37.8067,144.8761,0.007843767,-0.310091816
West Footscray,13 Soudan Rd,3,h,840000,S,Brad,2016-12-10 00:00:00.000,8.2,3012,3,1,1,442,123,1950,Maribyrnong,-37.7914,144.8812,0.066689921,-0.295713468
West Footscray,12 Stonemark Ct,3,h,910000,S,Biggin,2017-02-11 00:00:00.000,8.2,3012,3,1,1,412,162,1980,Maribyrnong,-37.7941,144.881,0.056305306,-0.296277325
West Footscray,11 Elphinstone St,3,h,820000,S,Sweeney,2016-11-12 00:00:00.000,8.2,3012,3,1,3,440,131,1950,Maribyrnong,-37.7937,144.8732,0.057843767,-0.318267739
West Footscray,12 Stanley St,3,h,756000,S,Brad,2016-08-13 00:00:00.000,8.2,3012,3,1,1,353,360,1925,Maribyrnong,-37.7915,144.8733,0.066305306,-0.317985811
West Footscray,1/9 Indwe St,3,t,620000,S,Nelson,2016-10-15 00:00:00.000,8.2,3012,3,1,2,255,148,2001,Maribyrnong,-37.8038,144.8679,0.018997614,-0.333209944
West Footscray,20 Warleigh Rd,3,h,875000,SP,Sweeney,2016-10-15 00:00:00.000,8.2,3012,3,2,3,336,94,1910,Maribyrnong,-37.7995,144.8794,0.035536075,-0.300788179
West Footscray,28 Khartoum St,4,h,830000,S,Sweeney,2016-09-17 00:00:00.000,8.2,3012,2,1,2,426,144,1930,Maribyrnong,-37.7919,144.8793,0.064766844,-0.301070108
West Footscray,2/30 Fontein St,2,u,545000,SP,Biggin,2017-03-18 00:00:00.000,8.2,3012,2,1,1,154,2,2005,Maribyrnong,-37.8004,144.8647,0.032074537,-0.342231653
West Footscray,8 Dongola Rd,3,h,913000,S,hockingstuart,2016-11-19 00:00:00.000,8.2,3012,3,1,3,448,96,1925,Maribyrnong,-37.7911,144.8821,0.067843767,-0.293176113
West Footscray,23 Fontein St,2,h,850000,S,Sweeney,2016-05-22 00:00:00.000,8.2,3012,2,1,2,462,101,1960,Maribyrnong,-37.8009,144.8653,0.03015146,-0.340540082
West Footscray,50 Hex St,2,h,770000,S,Village,2016-09-24 00:00:00.000,8.2,3012,3,1,1,267,95,1940,Maribyrnong,-37.8021,144.8629,0.025536075,-0.347306364
West Footscray,77 Suffolk St,2,h,495000,S,Burnham,2016-09-24 00:00:00.000,8.2,3012,2,1,2,161,700,1977,Maribyrnong,-37.7905,144.8714,0.07015146,-0.32334245
West Footscray,107 Alma St,3,h,1575000,S,Sweeney,2017-02-25 00:00:00.000,8.2,3012,3,1,4,1000,85,1930,Maribyrnong,-37.7936,144.8639,0.058228383,-0.34448708
West Footscray,6/16 Warleigh Rd,1,u,288000,SP,Sweeney,2017-02-25 00:00:00.000,8.2,3012,1,1,1,628,44,1970,Maribyrnong,-37.7993,144.8794,0.036305306,-0.300788179
West Footscray,44 Clive St,3,h,1151500,SP,Sweeney,2016-07-26 00:00:00.000,8.2,3012,4,1,2,536,113,1925,Maribyrnong,-37.7978,144.8743,0.042074537,-0.315166527
West Footscray,31 Napoleon St,3,h,860000,S,Biggin,2016-07-26 00:00:00.000,8.2,3012,3,1,2,501,147,1960,Maribyrnong,-37.7912,144.868,0.067459152,-0.332928016
West Footscray,55 Elphinstone St,3,h,805000,S,Jas,2016-06-27 00:00:00.000,8.2,3012,3,1,3,372,96,1920,Maribyrnong,-37.796,144.8728,0.048997614,-0.319395453
West Footscray,5/14 Busch St,2,h,450000,S,hockingstuart,2016-11-27 00:00:00.000,8.2,3012,2,1,1,0,90,1980,Maribyrnong,-37.7956,144.8762,0.050536075,-0.309809888
West Footscray,4/17 Beaumont Pde,2,u,420000,VB,Greg,2016-08-28 00:00:00.000,8.2,3012,2,1,1,781,82,2013,Maribyrnong,-37.8079,144.8684,0.003228383,-0.331800302
West Footscray,121 Suffolk St,3,h,878000,S,Village,2016-07-30 00:00:00.000,8.2,3012,3,1,1,397,127,1960,Maribyrnong,-37.7901,144.8682,0.071689921,-0.332364159
Albion,7 Dalworth St,2,h,765000,SA,Barry,2016-02-04 00:00:00.000,13.9,3020,2,1,2,672,111,1958,Brimbank,-37.7812,144.8121,0.105920691,-0.490525986
Albion,14 Delmont St,3,h,730000,S,hockingstuart,2017-03-04 00:00:00.000,13.9,3020,3,2,3,628,140,1960,Brimbank,-37.7801,144.8121,0.11015146,-0.490525986
Albion,12 Wyalong St,2,h,730000,S,Bells,2017-03-04 00:00:00.000,13.9,3020,2,1,0,697,94,1970,Brimbank,-37.7778,144.818,0.118997614,-0.473892211
Albion,29 Norwood St,3,h,593000,SP,Sweeney,2016-06-04 00:00:00.000,13.9,3020,3,2,2,605,102,1965,Brimbank,-37.7792,144.8117,0.113612998,-0.491653699
Albion,25 Sydney St,4,h,816000,S,Bells,2016-09-10 00:00:00.000,13.9,3020,4,1,2,837,156,1930,Brimbank,-37.7825,144.8221,0.100920691,-0.462333147
Albion,12 Coolamon St,2,h,600000,SP,Barry,2016-05-22 00:00:00.000,13.9,3020,2,1,1,534,90,1950,Brimbank,-37.7795,144.8204,0.112459152,-0.467125929
Albion,70 Forrest St,3,h,600000,VB,Sweeney,2016-05-22 00:00:00.000,13.9,3020,3,1,1,697,110,1928,Brimbank,-37.7842,144.8175,0.094382229,-0.475301853
Albion,10/117 Anderson Rd,1,u,185000,S,hockingstuart,2016-08-22 00:00:00.000,13.9,3020,1,1,1,2347,43,1975,Brimbank,-37.7852,144.8272,0.090536075,-0.447954799
Albion,16/20 Talmage St,2,t,319000,SP,Barry,2016-09-24 00:00:00.000,13.9,3020,2,1,1,0,78,1970,Brimbank,-37.7796,144.8252,0.112074537,-0.453593367
Albion,2/32 Forrest St,3,u,560000,S,Douglas,2017-02-25 00:00:00.000,13.9,3020,3,2,7,420,150,1970,Brimbank,-37.7848,144.8231,0.092074537,-0.459513863
Albion,48 Sydney St,3,h,840000,S,Barry,2016-11-27 00:00:00.000,13.9,3020,3,1,0,697,153,1920,Brimbank,-37.7809,144.8228,0.107074537,-0.460359648
Brooklyn,1/8 Paw Paw Rd,2,h,507000,SP,hockingstuart,2017-02-25 00:00:00.000,10.9,3012,2,1,2,191,87,2014,Brimbank,-37.8226,144.8392,-0.053310079,-0.414123392
Glen Huntly,83 Grange Rd,3,h,1160000,S,Gary,2016-10-08 00:00:00.000,10.4,3163,3,1,2,553,137,1930,Glen Eira,-37.8878,145.0456,-0.304079309,0.167776805
Glen Huntly,8 Augusta St,3,h,1330000,S,Woodards,2016-09-10 00:00:00.000,10.4,3163,3,2,1,295,176,1930,Glen Eira,-37.8904,145.0387,-0.314079309,0.148323746
Glen Huntly,16/89 Neerim Rd,2,t,636500,S,Gary,2016-05-22 00:00:00.000,10.4,3163,2,1,1,0,68,1970,Glen Eira,-37.8866,145.0396,-0.299463925,0.150861102
Glen Huntly,27 Augusta St,5,h,2575000,S,Gary,2016-08-22 00:00:00.000,10.4,3163,5,3,2,688,347,1910,Glen Eira,-37.8921,145.0381,-0.320617771,0.146632176
